Numero Origen,ID Usuario Origen,Dispositivo Origen,Dispositivo Destino,Numero Marcado Original,Numero Marcado Final,ID Usuario Destino,Origen,Destino,Codigo Origen,Codigo Destino,Tiempo de Conexion,Tiempo de Desconexion,Duracion(s)
2196,\ ,SEP0C272455489E,SEP34DBFDCD0C0C,2447,2447,sala_venezuela,Venezuela,Venezuela,0,16,"02/Nov/2021, 07:38, AM","02/Nov/2021, 07:39, AM",57.0
2196,\ ,SEP0C272455489E,CiscoUM1-VI1,2184,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 07:40, AM","02/Nov/2021, 07:40, AM",4.0
6523,HJHERNANDEZ,SEP0C272455BEF1,SEP0C2724554851,2040,2040,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 07:40, AM","02/Nov/2021, 07:42, AM",150.0
2447,sala_venezuela,SEP34DBFDCD0C0C,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 07:45, AM","02/Nov/2021, 07:46, AM",15.0
2036,\ ,SEP34DBFDCC93C1,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,0,16,"02/Nov/2021, 07:46, AM","02/Nov/2021, 07:46, AM",13.0
5647,MSOUTO,SEP5CA48A989C9A,SEP1C1D862EBA20,5616,5616,MHERNANDEZ,Espana,Espana,0,16,"02/Nov/2021, 12:53, PM","02/Nov/2021, 12:54, PM",67.0
66880992,\ ,10.200.150.2,SEP045FB9B6A534,5305,5305,\ ,Panama,Panama,16,0,"02/Nov/2021, 06:56, AM","02/Nov/2021, 06:57, AM",45.0
6523,HJHERNANDEZ,SEP0C272455BEF1,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 07:57, AM","02/Nov/2021, 07:57, AM",14.0
5616,MHERNANDEZ,SEP1C1D862EBA20,SEP5CA48A989A0F,5646,5646,APHERNANDEZ,Espana,Espana,0,16,"02/Nov/2021, 12:57, PM","02/Nov/2021, 12:57, PM",57.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 07:59, AM","02/Nov/2021, 07:59, AM",22.0
2118,AZARATE,SEP0C272455BE53,CiscoUM1-VI1,2020,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 07:59, AM","02/Nov/2021, 07:59, AM",2.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 08:01, AM","02/Nov/2021, 08:02, AM",22.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 08:02, AM","02/Nov/2021, 08:02, AM",19.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"02/Nov/2021, 08:03, AM","02/Nov/2021, 08:03, AM",24.0
2279,\ ,SEP0C272455C020,CiscoUM1-VI1,2184,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 08:04, AM","02/Nov/2021, 08:04, AM",2.0
2036,\ ,SEP34DBFDCC93C1,SEP0C272455484E,2161,2161,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 08:07, AM","02/Nov/2021, 08:08, AM",37.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 08:09, AM","02/Nov/2021, 08:10, AM",14.0
2036,\ ,SEP34DBFDCC93C1,SEP0C272455BEF1,6523,6523,HJHERNANDEZ,Venezuela,Venezuela,0,16,"02/Nov/2021, 08:10, AM","02/Nov/2021, 08:11, AM",28.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,16,0,"02/Nov/2021, 08:11, AM","02/Nov/2021, 08:11, AM",15.0
4126327252,\ ,10.200.16.4,CiscoUM1-VI1,2252,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 08:12, AM","02/Nov/2021, 08:12, AM",4.0
2447,sala_venezuela,SEP34DBFDCD0C0C,CiscoUM1-VI1,2287,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 08:13, AM","02/Nov/2021, 08:13, AM",3.0
2133,VLEAL,SEP0C2724558D20,CiscoUM1-VI1,2020,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 08:13, AM","02/Nov/2021, 08:13, AM",3.0
2124628894,\ ,10.200.16.4,SEP34DBFDCC93C1,2111,2222,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 08:11, AM","02/Nov/2021, 08:13, AM",148.0
2142,LGOMEZ,SEP34DBFDCD028D,SEP0C272455A538,2130,2130,ARIERA,Venezuela,Venezuela,16,0,"02/Nov/2021, 08:16, AM","02/Nov/2021, 08:17, AM",7.0
4241002608,\ ,10.200.16.4,CiscoUM1-VI1,2252,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 08:18, AM","02/Nov/2021, 08:18, AM",3.0
4241002608,\ ,10.200.16.4,CiscoUM1-VI1,2252,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 08:19, AM","02/Nov/2021, 08:19, AM",3.0
4241002608,\ ,10.200.16.4,CiscoUM1-VI1,6536,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 08:20, AM","02/Nov/2021, 08:20, AM",2.0
4241002608,\ ,10.200.16.4,CiscoUM1-VI1,6536,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 08:20, AM","02/Nov/2021, 08:20, AM",4.0
4143205660,\ ,10.200.16.4,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 08:21, AM","02/Nov/2021, 08:21, AM",20.0
2447,sala_venezuela,SEP34DBFDCD0C0C,10.200.16.4,104241310474,104241310474,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 08:23, AM","02/Nov/2021, 08:24, AM",66.0
2447,sala_venezuela,SEP34DBFDCD0C0C,10.200.16.4,104249175017,104249175017,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 08:27, AM","02/Nov/2021, 08:28, AM",23.0
2246,sala_venezuela,SEP0C27245539C9,SEPC4143C8B0AE8,2078,2078,PSALAZAR,Venezuela,Venezuela,16,0,"02/Nov/2021, 08:30, AM","02/Nov/2021, 08:31, AM",32.0
2184,LPONCE,SEP0C272455BA79,CiscoUM1-VI1,2090,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 08:32, AM","02/Nov/2021, 08:32, AM",6.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,0,16,"02/Nov/2021, 08:31, AM","02/Nov/2021, 08:32, AM",21.0
6017225595,\ ,10.200.110.2,CiscoUM1-VI1,7311,8000,\ ,Colombia,Miami,16,0,"02/Nov/2021, 07:33, AM","02/Nov/2021, 07:33, AM",6.0
5316,\ ,SEP045FB9B6A551,SEP045FB9B6A5D8,5395,5395,ABACAICOA,Panama,Panama,0,16,"02/Nov/2021, 07:34, AM","02/Nov/2021, 07:34, AM",9.0
2447,sala_venezuela,SEP34DBFDCD0C0C,10.200.16.4,104249175017,104249175017,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 08:35, AM","02/Nov/2021, 08:36, AM",64.0
2133,VLEAL,SEP0C2724558D20,SEP34DBFDCC93C1,2111,2222,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 08:37, AM","02/Nov/2021, 08:37, AM",2.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"02/Nov/2021, 08:39, AM","02/Nov/2021, 08:39, AM",10.0
576018020226,\ ,10.200.110.2,CiscoUM1-VI1,7311,8000,\ ,Colombia,Miami,16,0,"02/Nov/2021, 07:40, AM","02/Nov/2021, 07:40, AM",15.0
2036,\ ,SEP34DBFDCC93C1,SEP7C95F33EB4C1,2155,2155,LUSTARIZ,Venezuela,Venezuela,0,16,"02/Nov/2021, 08:43, AM","02/Nov/2021, 08:43, AM",5.0
2152,NCARRERO,SEP0C27245593D5,SEP0C272455A22B,2093,2093,IHERRERA,Venezuela,Venezuela,0,16,"02/Nov/2021, 08:45, AM","02/Nov/2021, 08:47, AM",160.0
2279,\ ,SEP0C272455C020,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,0,16,"02/Nov/2021, 08:48, AM","02/Nov/2021, 08:48, AM",7.0
4142341732,\ ,10.200.16.4,CiscoUM1-VI1,6632,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 08:49, AM","02/Nov/2021, 08:49, AM",6.0
5379,JBARNETT,SEP045FB9B6A51F,SEP045FB9B6A534,5305,5305,\ ,Panama,Panama,0,16,"02/Nov/2021, 07:51, AM","02/Nov/2021, 07:52, AM",23.0
4142341732,\ ,10.200.16.4,CiscoUM1-VI1,6632,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 08:51, AM","02/Nov/2021, 08:51, AM",6.0
2279,\ ,SEP0C272455C020,SEP189C5D20EE8F,2384,2384,KBENDAYAN,Venezuela,Venezuela,0,16,"02/Nov/2021, 08:51, AM","02/Nov/2021, 08:51, AM",7.0
2036,\ ,SEP34DBFDCC93C1,SEP0C2724554851,2040,2040,\ ,Venezuela,Venezuela,0,16,"02/Nov/2021, 08:56, AM","02/Nov/2021, 08:56, AM",29.0
6597,DDEFREITAS,SEP64E9502EA5AD,CiscoUM1-VI1,2228,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 08:57, AM","02/Nov/2021, 08:57, AM",2.0
5379,JBARNETT,SEP045FB9B6A51F,SEP045FB9B6A534,5305,5305,\ ,Panama,Panama,0,16,"02/Nov/2021, 07:58, AM","02/Nov/2021, 07:59, AM",19.0
1156691881,\ ,10.200.25.2,CiscoUM1-VI1,6411,8000,\ ,Argentina,Miami,16,0,"02/Nov/2021, 09:59, AM","02/Nov/2021, 10:00, AM",13.0
6452,SROJAS,SEP50F7227022F3,CiscoUM1-VI1,6406,8000,\ ,Argentina,Miami,16,0,"02/Nov/2021, 10:00, AM","02/Nov/2021, 10:00, AM",4.0
2300,\ ,SEP0C2724559CD3,CiscoUM1-VI1,2404,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 09:00, AM","02/Nov/2021, 09:01, AM",3.0
2133,VLEAL,SEP0C2724558D20,SEP0C272455BA79,2184,2184,LPONCE,Venezuela,Venezuela,0,16,"02/Nov/2021, 09:00, AM","02/Nov/2021, 09:01, AM",44.0
0971870998,\ ,10.200.180.2,SEP50F7227021C4,5215,5215,\ ,Paraguay,Paraguay,0,16,"02/Nov/2021, 10:02, AM","02/Nov/2021, 10:03, AM",20.0
2384,KBENDAYAN,SEP189C5D20EE8F,CiscoUM1-VI1,2300,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 09:02, AM","02/Nov/2021, 09:02, AM",4.0
0971870998,\ ,10.200.180.2,SEP50F7227021C4,5215,5215,\ ,Paraguay,Paraguay,0,16,"02/Nov/2021, 10:03, AM","02/Nov/2021, 10:03, AM",9.0
2404,FRANGEL,SEP0C2724559435,SEP0C2724559CD3,2300,2300,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:04, AM","02/Nov/2021, 09:05, AM",10.0
2142,LGOMEZ,SEP34DBFDCD028D,SEP0C272455B39A,6558,6558,CBEJARANO,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:05, AM","02/Nov/2021, 09:05, AM",5.0
2279,\ ,SEP0C272455C020,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"02/Nov/2021, 09:06, AM","02/Nov/2021, 09:06, AM",13.0
8516,MMALARET,SEP50F722702314,CiscoUM1-VI1,2839,8000,\ ,Peru,Miami,16,0,"02/Nov/2021, 08:05, AM","02/Nov/2021, 08:05, AM",18.0
2404,FRANGEL,SEP0C2724559435,SEP0C2724559CD3,2300,2300,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:07, AM","02/Nov/2021, 09:07, AM",8.0
2145,APINEIRO,SEP7C95F33EBBC6,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:07, AM","02/Nov/2021, 09:07, AM",36.0
5316,\ ,SEP045FB9B6A551,SEP045FB9B6A534,5305,5305,\ ,Panama,Panama,16,0,"02/Nov/2021, 08:09, AM","02/Nov/2021, 08:10, AM",20.0
2107,sala_venezuela,SEPAC44F2102795,CiscoUM1-VI1,2333,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 09:12, AM","02/Nov/2021, 09:12, AM",1.0
2182,\ ,SEP0C272455CE11,10.200.16.4,02734100,02734100,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:05, AM","02/Nov/2021, 09:12, AM",440.0
2036,\ ,SEP34DBFDCC93C1,CiscoUM1-VI1,2462,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 09:13, AM","02/Nov/2021, 09:13, AM",1.0
2107,sala_venezuela,SEPAC44F2102795,SEP5017FF772F29,2336,2336,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:12, AM","02/Nov/2021, 09:13, AM",60.0
8516,MMALARET,SEP50F722702314,SEP00BF7770738C,2860,2860,JMONTOYA,Peru,Peru,0,16,"02/Nov/2021, 08:13, AM","02/Nov/2021, 08:14, AM",36.0
2036,\ ,SEP34DBFDCC93C1,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,0,16,"02/Nov/2021, 09:13, AM","02/Nov/2021, 09:15, AM",86.0
2196,\ ,SEP0C272455489E,SEP34DBFDCD0C0C,2447,2447,sala_venezuela,Venezuela,Venezuela,0,16,"02/Nov/2021, 09:15, AM","02/Nov/2021, 09:15, AM",17.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"02/Nov/2021, 09:16, AM","02/Nov/2021, 09:16, AM",14.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"02/Nov/2021, 09:16, AM","02/Nov/2021, 09:16, AM",22.0
6486,GSRODRIGUEZ,SEPF09E636F905B,SIP_Trunk_InterGrupo,2200,2200,\ ,Peru,Venezuela,16,0,"02/Nov/2021, 08:16, AM","02/Nov/2021, 08:17, AM",64.0
2182,\ ,SEP0C272455CE11,10.200.16.4,02734100,02734100,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:26, AM","02/Nov/2021, 09:28, AM",122.0
1169349297,\ ,10.200.25.2,CiscoUM1-VI1,6473,8000,\ ,Argentina,Miami,16,0,"02/Nov/2021, 10:27, AM","02/Nov/2021, 10:27, AM",27.0
6486,GSRODRIGUEZ,SEPF09E636F905B,SIP_Trunk_InterGrupo,2200,2200,\ ,Peru,Venezuela,16,0,"02/Nov/2021, 08:20, AM","02/Nov/2021, 08:29, AM",519.0
2860,JMONTOYA,SEP00BF7770738C,10.200.130.2,+34934909669,+34934909669,\ ,Peru,Peru,0,16,"02/Nov/2021, 08:28, AM","02/Nov/2021, 08:31, AM",158.0
2036,\ ,SEP34DBFDCC93C1,SEP0C2724559435,2404,2404,FRANGEL,Venezuela,Venezuela,0,16,"02/Nov/2021, 09:31, AM","02/Nov/2021, 09:32, AM",56.0
2404,FRANGEL,SEP0C2724559435,SEP7C95F33EBBC6,2145,2145,APINEIRO,Venezuela,Venezuela,0,16,"02/Nov/2021, 09:32, AM","02/Nov/2021, 09:33, AM",44.0
6552,DNARANJO,SEP0C272455CF64,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:35, AM","02/Nov/2021, 09:36, AM",6.0
2133,VLEAL,SEP0C2724558D20,SEP0C272455B39A,6558,6558,CBEJARANO,Venezuela,Venezuela,0,16,"02/Nov/2021, 09:32, AM","02/Nov/2021, 09:36, AM",233.0
6685,AJCARDENAS,SEP7C95F3C894A3,SEP0C272455B4FB,2309,2309,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:35, AM","02/Nov/2021, 09:37, AM",105.0
b00423902001,\ ,SEP7C95F3C894A3,RecordingTrunk_Crossrecorder,2494,2494,\ ,Venezuela,,16,0,"02/Nov/2021, 09:35, AM","02/Nov/2021, 09:37, AM",105.0
b00423902001,\ ,SEP7C95F3C894A3,RecordingTrunk_Crossrecorder,2494,2494,\ ,Venezuela,,16,0,"02/Nov/2021, 09:35, AM","02/Nov/2021, 09:37, AM",105.0
5395,ABACAICOA,SEP045FB9B6A5D8,SEP045FB9B6A551,5316,5316,\ ,Panama,Panama,16,0,"02/Nov/2021, 08:37, AM","02/Nov/2021, 08:37, AM",29.0
6523,HJHERNANDEZ,SEP0C272455BEF1,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:38, AM","02/Nov/2021, 09:39, AM",40.0
2196,\ ,SEP0C272455489E,SEP0C2724559CD3,2300,2300,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:38, AM","02/Nov/2021, 09:40, AM",96.0
2472,\ ,AN00F137DEFF400,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,0,16,"02/Nov/2021, 09:40, AM","02/Nov/2021, 09:40, AM",11.0
6523,HJHERNANDEZ,SEP0C272455BEF1,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:40, AM","02/Nov/2021, 09:40, AM",7.0
2196,\ ,SEP0C272455489E,SEP0C2724559CD3,2300,2300,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:40, AM","02/Nov/2021, 09:41, AM",60.0
2279,\ ,SEP0C272455C020,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:41, AM","02/Nov/2021, 09:41, AM",10.0
2145,APINEIRO,SEP7C95F33EBBC6,SEP189C5D20EE8F,2384,2384,KBENDAYAN,Venezuela,Venezuela,0,16,"02/Nov/2021, 09:39, AM","02/Nov/2021, 09:41, AM",120.0
7251,ARECINE,SEP50F7227022F9,SEP9C57ADB40CF7,7322,7322,MVALDEZ,Colombia,Colombia,16,0,"02/Nov/2021, 08:41, AM","02/Nov/2021, 08:42, AM",58.0
7322,MVALDEZ,SEP9C57ADB40CF7,SEP50F7227022F9,7251,7251,ARECINE,Colombia,Colombia,16,0,"02/Nov/2021, 08:42, AM","02/Nov/2021, 08:42, AM",29.0
1169349297,\ ,10.200.25.2,CiscoUM1-VI1,6474,8000,\ ,Argentina,Miami,16,0,"02/Nov/2021, 10:43, AM","02/Nov/2021, 10:43, AM",8.0
2860,JMONTOYA,SEP00BF7770738C,10.200.130.2,+12024583834,+12024583834,\ ,Peru,Peru,0,16,"02/Nov/2021, 08:38, AM","02/Nov/2021, 08:43, AM",316.0
2472,\ ,AN00F137DEFF400,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,0,16,"02/Nov/2021, 09:45, AM","02/Nov/2021, 09:45, AM",14.0
2122806485,\ ,10.200.16.4,CiscoUM1-VI1,6552,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 09:45, AM","02/Nov/2021, 09:45, AM",1.0
5316,\ ,SEP045FB9B6A551,SEP4CBC489FB7DC,5216,5216,MLEGUIZAMON,Panama,Paraguay,0,16,"02/Nov/2021, 08:40, AM","02/Nov/2021, 08:50, AM",601.0
1135788641,\ ,10.200.25.2,CiscoUM1-VI2,6414,8000,\ ,Argentina,Miami,16,0,"02/Nov/2021, 10:51, AM","02/Nov/2021, 10:52, AM",46.0
5316,\ ,SEP045FB9B6A551,SEP045FB9B6A534,5305,5305,\ ,Panama,Panama,16,0,"02/Nov/2021, 08:52, AM","02/Nov/2021, 08:52, AM",9.0
6012285748,\ ,10.200.110.2,CiscoUM1-VI1,7311,8000,\ ,Colombia,Miami,16,0,"02/Nov/2021, 08:51, AM","02/Nov/2021, 08:54, AM",195.0
2404,FRANGEL,SEP0C2724559435,10.200.16.4,004242134832,004242134832,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:53, AM","02/Nov/2021, 09:53, AM",11.0
1135788641,\ ,10.200.25.2,CiscoUM1-VI2,6415,8000,\ ,Argentina,Miami,16,0,"02/Nov/2021, 10:53, AM","02/Nov/2021, 10:54, AM",50.0
6595,ZTOVAR,SEP0C272455C1B2,SEP0C27245593D5,2152,2152,NCARRERO,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:47, AM","02/Nov/2021, 09:55, AM",475.0
5316,\ ,SEP045FB9B6A551,SEP0076861BD981,5443,5443,ARUGELES,Panama,Panama,16,0,"02/Nov/2021, 08:55, AM","02/Nov/2021, 08:55, AM",33.0
5216,MLEGUIZAMON,SEP4CBC489FB7DC,10.200.180.2,1609596,1609596,\ ,Paraguay,Paraguay,16,0,"02/Nov/2021, 10:54, AM","02/Nov/2021, 10:56, AM",131.0
6595,ZTOVAR,SEP0C272455C1B2,SEP0C27245593D5,2152,2152,NCARRERO,Venezuela,Venezuela,16,0,"02/Nov/2021, 09:59, AM","02/Nov/2021, 10:00, AM",64.0
8553,GGAMERO,SEP50F722702182,SEP50F722702020,7327,7327,GFELPETO,Peru,Colombia,16,0,"02/Nov/2021, 08:58, AM","02/Nov/2021, 09:00, AM",101.0
1169349297,\ ,10.200.25.2,CiscoUM1-VI1,6475,8000,\ ,Argentina,Miami,16,0,"02/Nov/2021, 11:02, AM","02/Nov/2021, 11:03, AM",16.0
507387818,\ ,10.200.16.4,SEP7C95F33EBBC6,2145,2145,APINEIRO,Venezuela,Venezuela,0,16,"02/Nov/2021, 10:00, AM","02/Nov/2021, 10:04, AM",226.0
4143066903,\ ,10.200.16.4,CiscoUM1-VI1,6632,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 10:04, AM","02/Nov/2021, 10:04, AM",6.0
5418,\ ,SEP0076861BBCA8,SEP045FB9B6A534,5305,5305,\ ,Panama,Panama,16,0,"02/Nov/2021, 09:05, AM","02/Nov/2021, 09:05, AM",29.0
2040,\ ,SEP0C2724554851,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 10:06, AM","02/Nov/2021, 10:06, AM",21.0
5216,MLEGUIZAMON,SEP4CBC489FB7DC,10.200.180.2,10981242919,10981242919,\ ,Paraguay,Paraguay,16,0,"02/Nov/2021, 11:06, AM","02/Nov/2021, 11:07, AM",71.0
17863287634,\ ,10.200.16.4,CiscoUM1-VI1,2016,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 10:07, AM","02/Nov/2021, 10:08, AM",33.0
5316,\ ,SEP045FB9B6A551,SEP045FB9B6A534,5305,5305,\ ,Panama,Panama,16,0,"02/Nov/2021, 09:07, AM","02/Nov/2021, 09:08, AM",23.0
2404,FRANGEL,SEP0C2724559435,10.200.16.4,02855390,02855390,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 10:00, AM","02/Nov/2021, 10:12, AM",706.0
7322,MVALDEZ,SEP9C57ADB40CF7,SEP50F7227022F9,7251,7251,ARECINE,Colombia,Colombia,0,16,"02/Nov/2021, 09:11, AM","02/Nov/2021, 09:14, AM",199.0
6486,GSRODRIGUEZ,SEPF09E636F905B,SEPB4A8B9E89D21,2828,2828,RCAJALEON,Peru,Peru,0,16,"02/Nov/2021, 09:15, AM","02/Nov/2021, 09:17, AM",88.0
6012285748,\ ,10.200.110.2,CiscoUM1-VI1,7311,8000,\ ,Colombia,Miami,16,0,"02/Nov/2021, 09:18, AM","02/Nov/2021, 09:18, AM",18.0
2279,\ ,SEP0C272455C020,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,0,16,"02/Nov/2021, 10:21, AM","02/Nov/2021, 10:21, AM",13.0
1169349297,\ ,10.200.25.2,CiscoUM1-VI2,6476,8000,\ ,Argentina,Miami,16,0,"02/Nov/2021, 11:23, AM","02/Nov/2021, 11:23, AM",10.0
8516,MMALARET,SEP50F722702314,SEP0013601C1DCD,8511,8511,AMCASTRO,Peru,Peru,16,0,"02/Nov/2021, 09:23, AM","02/Nov/2021, 09:23, AM",16.0
4122877605,\ ,10.200.16.4,CiscoUM1-VI2,2228,8000,\ ,Venezuela,Miami,16,0,"02/Nov/2021, 10:23, AM","02/Nov/2021, 10:23, AM",9.0
6012285748,\ ,10.200.110.2,CiscoUM1-VI1,7311,8000,\ ,Colombia,Miami,0,16,"02/Nov/2021, 09:19, AM","02/Nov/2021, 09:25, AM",390.0
5366,YLAMELA,SEP0076861BBCE1,SEP045FB9B6A51F,5379,5379,JBARNETT,Panama,Panama,16,0,"02/Nov/2021, 09:26, AM","02/Nov/2021, 09:26, AM",11.0
2196,\ ,SEP0C272455489E,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 10:27, AM","02/Nov/2021, 10:28, AM",11.0
2130,ARIERA,SEP0C272455A538,SEP34DBFDCD028D,2142,2142,LGOMEZ,Venezuela,Venezuela,0,16,"02/Nov/2021, 10:29, AM","02/Nov/2021, 10:30, AM",5.0
5316,\ ,SEP045FB9B6A551,SEP045FB9B6A534,5305,5305,\ ,Panama,Panama,16,0,"02/Nov/2021, 09:30, AM","02/Nov/2021, 09:30, AM",1.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"02/Nov/2021, 10:32, AM","02/Nov/2021, 10:32, AM",31.0
2472,\ ,AN00F137DEFF400,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 10:35, AM","02/Nov/2021, 10:35, AM",11.0
3168327897,\ ,10.200.110.2,CiscoUM1-VI1,7373,8000,\ ,Colombia,Miami,16,0,"02/Nov/2021, 09:36, AM","02/Nov/2021, 09:36, AM",5.0
5216,MLEGUIZAMON,SEP4CBC489FB7DC,10.200.180.2,12176000,12176000,\ ,Paraguay,Paraguay,0,16,"02/Nov/2021, 11:34, AM","02/Nov/2021, 11:37, AM",182.0
2472,\ ,AN00F137DEFF400,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,0,16,"02/Nov/2021, 10:37, AM","02/Nov/2021, 10:37, AM",24.0
2412,JSANCHEZ,SEP0C272455CDF4,SEP0C272455489E,2196,2196,\ ,Venezuela,Venezuela,16,0,"02/Nov/2021, 10:36, AM","02/Nov/2021, 10:38, AM",124.0
2196,\ ,SEP0C272455489E,SEP0C272455CDF4,2412,2412,JSANCHEZ,Venezuela,Venezuela,16,0,"02/Nov/2021, 10:38, AM","02/Nov/2021, 10:39, AM",9.0
1169349297,\ ,10.200.25.2,CiscoUM1-VI1,6477,8000,\ ,Argentina,Miami,16,0,"02/Nov/2021, 11:39, AM","02/Nov/2021, 11:40, AM",9.0
6017705193,\ ,10.200.110.2,CiscoUM1-VI1,7388,8000,\ ,Colombia,Miami,16,0,"02/Nov/2021, 09:41, AM","02/Nov/2021, 09:41, AM",8.0
4241486502,\ ,10.200.16.4,SEP64E9502EA5AD,6597,6597,DDEFREITAS,Venezuela,Venezuela,0,16,"02/Nov/2021, 10:39, AM","02/Nov/2021, 10:41, AM",128.0
2122434282,\ ,10.200.16.4,SEP0C272455C2CF,2047,2047,ACHOZAJIAN,Venezuela,Venezuela,0,16,"02/Nov/2021, 10:41, AM","02/Nov/2021, 10:41, AM",29.0
5395,ABACAICOA,SEP045FB9B6A5D8,SEP0076861BD981,5443,5443,ARUGELES,Panama,Panama,0,16,"02/Nov/2021, 09:43, AM","02/Nov/2021, 09:43, AM",7.0
